,region,contents,year,value
445,Frogn (-2019),Private rooms (number),2019,137.0
446,Frogn (-2019),Rooms for two or more (number),2019,0.0
447,Frogn (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,137.0
448,Frogn (-2019),Share of single rooms (per cent),2019,100.0
449,Frogn (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
450,Nesodden (-2019),"Rooms, total (number)",2019,122.0
451,Nesodden (-2019),Private rooms (number),2019,122.0
452,Nesodden (-2019),Rooms for two or more (number),2019,0.0
453,Nesodden (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,122.0
454,Nesodden (-2019),Share of single rooms (per cent),2019,100.0
455,Nesodden (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
456,Oppegård (-2019),"Rooms, total (number)",2019,213.0
457,Oppegård (-2019),Private rooms (number),2019,210.0
458,Oppegård (-2019),Rooms for two or more (number),2019,3.0
459,Oppegård (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,210.0
460,Oppegård (-2019),Share of single rooms (per cent),2019,98.6
461,Oppegård (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.6
462,Bærum (-2019),"Rooms, total (number)",2019,920.0
463,Bærum (-2019),Private rooms (number),2019,915.0
464,Bærum (-2019),Rooms for two or more (number),2019,5.0
465,Bærum (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,837.0
466,Bærum (-2019),Share of single rooms (per cent),2019,99.5
467,Bærum (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,91.0
468,Asker (-2019),"Rooms, total (number)",2019,285.0
469,Asker (-2019),Private rooms (number),2019,284.0
470,Asker (-2019),Rooms for two or more (number),2019,1.0
471,Asker (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,259.0
472,Asker (-2019),Share of single rooms (per cent),2019,99.6
473,Asker (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,90.9
474,Aurskog-Høland (-2019),"Rooms, total (number)",2019,148.0
475,Aurskog-Høland (-2019),Private rooms (number),2019,146.0
476,Aurskog-Høland (-2019),Rooms for two or more (number),2019,2.0
477,Aurskog-Høland (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,146.0
478,Aurskog-Høland (-2019),Share of single rooms (per cent),2019,98.6
479,Aurskog-Høland (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,98.6
480,Sørum (-2019),"Rooms, total (number)",2019,111.0
481,Sørum (-2019),Private rooms (number),2019,110.0
482,Sørum (-2019),Rooms for two or more (number),2019,1.0
483,Sørum (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,91.0
484,Sørum (-2019),Share of single rooms (per cent),2019,99.1
485,Sørum (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,82.0
486,Fet (-2019),"Rooms, total (number)",2019,64.0
487,Fet (-2019),Private rooms (number),2019,64.0
488,Fet (-2019),Rooms for two or more (number),2019,0.0
489,Fet (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,61.0
490,Fet (-2019),Share of single rooms (per cent),2019,100.0
491,Fet (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,95.3
492,Rælingen (-2019),"Rooms, total (number)",2019,84.0
493,Rælingen (-2019),Private rooms (number),2019,82.0
494,Rælingen (-2019),Rooms for two or more (number),2019,2.0
495,Rælingen (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,70.0
496,Rælingen (-2019),Share of single rooms (per cent),2019,97.6
497,Rælingen (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,83.3
498,Enebakk (-2019),"Rooms, total (number)",2019,56.0
499,Enebakk (-2019),Private rooms (number),2019,49.0
500,Enebakk (-2019),Rooms for two or more (number),2019,7.0
501,Enebakk (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,34.0
502,Enebakk (-2019),Share of single rooms (per cent),2019,87.5
503,Enebakk (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,60.7
504,Lørenskog (-2019),"Rooms, total (number)",2019,215.0
505,Lørenskog (-2019),Private rooms (number),2019,209.0
506,Lørenskog (-2019),Rooms for two or more (number),2019,6.0
507,Lørenskog (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,209.0
508,Lørenskog (-2019),Share of single rooms (per cent),2019,97.2
509,Lørenskog (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,97.2
510,Skedsmo (-2019),"Rooms, total (number)",2019,286.0
511,Skedsmo (-2019),Private rooms (number),2019,277.0
512,Skedsmo (-2019),Rooms for two or more (number),2019,9.0
513,Skedsmo (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,277.0
514,Skedsmo (-2019),Share of single rooms (per cent),2019,96.9
515,Skedsmo (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,96.9
516,Nittedal (-2019),"Rooms, total (number)",2019,107.0
517,Nittedal (-2019),Private rooms (number),2019,107.0
518,Nittedal (-2019),Rooms for two or more (number),2019,0.0
519,Nittedal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,107.0
520,Nittedal (-2019),Share of single rooms (per cent),2019,100.0
521,Nittedal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
522,Gjerdrum (-2019),"Rooms, total (number)",2019,35.0
523,Gjerdrum (-2019),Private rooms (number),2019,35.0
524,Gjerdrum (-2019),Rooms for two or more (number),2019,0.0
525,Gjerdrum (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,35.0
526,Gjerdrum (-2019),Share of single rooms (per cent),2019,100.0
527,Gjerdrum (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
528,Ullensaker (-2019),"Rooms, total (number)",2019,181.0
529,Ullensaker (-2019),Private rooms (number),2019,178.0
530,Ullensaker (-2019),Rooms for two or more (number),2019,3.0
531,Ullensaker (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,150.0
532,Ullensaker (-2019),Share of single rooms (per cent),2019,98.3
533,Ullensaker (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,82.9
534,Nes (Akershus) (-2019),"Rooms, total (number)",2019,120.0
535,Nes (Akershus) (-2019),Private rooms (number),2019,120.0
536,Nes (Akershus) (-2019),Rooms for two or more (number),2019,0.0
537,Nes (Akershus) (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,120.0
538,Nes (Akershus) (-2019),Share of single rooms (per cent),2019,100.0
539,Nes (Akershus) (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,100.0
540,Eidsvoll (-2019),"Rooms, total (number)",2019,205.0
541,Eidsvoll (-2019),Private rooms (number),2019,199.0
542,Eidsvoll (-2019),Rooms for two or more (number),2019,6.0
543,Eidsvoll (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,151.0
544,Eidsvoll (-2019),Share of single rooms (per cent),2019,97.1
545,Eidsvoll (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,73.7
546,Nannestad (-2019),"Rooms, total (number)",2019,69.0
547,Nannestad (-2019),Private rooms (number),2019,68.0
548,Nannestad (-2019),Rooms for two or more (number),2019,1.0
549,Nannestad (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,39.0
550,Nannestad (-2019),Share of single rooms (per cent),2019,98.6
551,Nannestad (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,56.5
552,Hurdal (-2019),"Rooms, total (number)",2019,32.0
553,Hurdal (-2019),Private rooms (number),2019,32.0
554,Hurdal (-2019),Rooms for two or more (number),2019,0.0
555,Hurdal (-2019),User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,29.0
556,Hurdal (-2019),Share of single rooms (per cent),2019,100.0
557,Hurdal (-2019),Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,90.6
558,Oslo,"Rooms, total (number)",2019,4033.0
559,Oslo,Private rooms (number),2019,4002.0
560,Oslo,Rooms for two or more (number),2019,31.0
561,Oslo,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,3002.0
562,Oslo,Share of single rooms (per cent),2019,99.2
563,Oslo,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,74.4
564,Kongsvinger,"Rooms, total (number)",2019,
565,Kongsvinger,Private rooms (number),2019,
566,Kongsvinger,Rooms for two or more (number),2019,
567,Kongsvinger,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
568,Kongsvinger,Share of single rooms (per cent),2019,
569,Kongsvinger,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
570,Hamar,"Rooms, total (number)",2019,
571,Hamar,Private rooms (number),2019,
572,Hamar,Rooms for two or more (number),2019,
573,Hamar,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
574,Hamar,Share of single rooms (per cent),2019,
575,Hamar,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
576,Lillehammer,"Rooms, total (number)",2019,
577,Lillehammer,Private rooms (number),2019,
578,Lillehammer,Rooms for two or more (number),2019,
579,Lillehammer,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
580,Lillehammer,Share of single rooms (per cent),2019,
581,Lillehammer,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
582,Gjøvik,"Rooms, total (number)",2019,
583,Gjøvik,Private rooms (number),2019,
584,Gjøvik,Rooms for two or more (number),2019,
585,Gjøvik,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
586,Gjøvik,Share of single rooms (per cent),2019,
587,Gjøvik,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
588,Ringsaker,"Rooms, total (number)",2019,
589,Ringsaker,Private rooms (number),2019,
590,Ringsaker,Rooms for two or more (number),2019,
591,Ringsaker,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
592,Ringsaker,Share of single rooms (per cent),2019,
593,Ringsaker,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
594,Løten,"Rooms, total (number)",2019,
595,Løten,Private rooms (number),2019,
596,Løten,Rooms for two or more (number),2019,
597,Løten,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
598,Løten,Share of single rooms (per cent),2019,
599,Løten,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
600,Stange,"Rooms, total (number)",2019,
601,Stange,Private rooms (number),2019,
602,Stange,Rooms for two or more (number),2019,
603,Stange,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
604,Stange,Share of single rooms (per cent),2019,
605,Stange,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
606,Nord-Odal,"Rooms, total (number)",2019,
607,Nord-Odal,Private rooms (number),2019,
608,Nord-Odal,Rooms for two or more (number),2019,
609,Nord-Odal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
610,Nord-Odal,Share of single rooms (per cent),2019,
611,Nord-Odal,Share of user adapted single rooms including bathroom/WC in institutions (per cent),2019,
612,Sør-Odal,"Rooms, total (number)",2019,
613,Sør-Odal,Private rooms (number),2019,
614,Sør-Odal,Rooms for two or more (number),2019,
615,Sør-Odal,User adapted private rooms including bathroom/WC in nursing homes or homes for the elderly (number),2019,
616,Sør-Odal,Share of single rooms (per cent),2019,
