,region,holding sector,number of employees,contents,year,value
376,Marker (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
377,Marker (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
378,Rømskog (-2019),Sum all sectors,All size groups,Establishments,2019,128
379,Rømskog (-2019),Sum all sectors,No one employeed,Establishments,2019,93
380,Rømskog (-2019),Sum all sectors,1-4 employees,Establishments,2019,13
381,Rømskog (-2019),Sum all sectors,5-9 employees,Establishments,2019,12
382,Rømskog (-2019),Sum all sectors,10-19 employees,Establishments,2019,6
383,Rømskog (-2019),Sum all sectors,20-49 employees,Establishments,2019,4
384,Rømskog (-2019),Sum all sectors,50-99 employees,Establishments,2019,0
385,Rømskog (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,0
386,Rømskog (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
387,Rømskog (-2019),General government,All size groups,Establishments,2019,17
388,Rømskog (-2019),General government,No one employeed,Establishments,2019,0
389,Rømskog (-2019),General government,1-4 employees,Establishments,2019,6
390,Rømskog (-2019),General government,5-9 employees,Establishments,2019,6
391,Rømskog (-2019),General government,10-19 employees,Establishments,2019,4
392,Rømskog (-2019),General government,20-49 employees,Establishments,2019,1
393,Rømskog (-2019),General government,50-99 employees,Establishments,2019,0
394,Rømskog (-2019),General government,100 - 249 employees,Establishments,2019,0
395,Rømskog (-2019),General government,250 employees and more,Establishments,2019,0
396,Rømskog (-2019),Financial corporations,All size groups,Establishments,2019,2
397,Rømskog (-2019),Financial corporations,No one employeed,Establishments,2019,2
398,Rømskog (-2019),Financial corporations,1-4 employees,Establishments,2019,0
399,Rømskog (-2019),Financial corporations,5-9 employees,Establishments,2019,0
400,Rømskog (-2019),Financial corporations,10-19 employees,Establishments,2019,0
401,Rømskog (-2019),Financial corporations,20-49 employees,Establishments,2019,0
402,Rømskog (-2019),Financial corporations,50-99 employees,Establishments,2019,0
403,Rømskog (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
404,Rømskog (-2019),Financial corporations,250 employees and more,Establishments,2019,0
405,Rømskog (-2019),Non-financial corporations,All size groups,Establishments,2019,31
406,Rømskog (-2019),Non-financial corporations,No one employeed,Establishments,2019,16
407,Rømskog (-2019),Non-financial corporations,1-4 employees,Establishments,2019,4
408,Rømskog (-2019),Non-financial corporations,5-9 employees,Establishments,2019,6
409,Rømskog (-2019),Non-financial corporations,10-19 employees,Establishments,2019,2
410,Rømskog (-2019),Non-financial corporations,20-49 employees,Establishments,2019,3
411,Rømskog (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
412,Rømskog (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
413,Rømskog (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
414,Rømskog (-2019),Households and non-profit institutions,All size groups,Establishments,2019,78
415,Rømskog (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,75
416,Rømskog (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,3
417,Rømskog (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,0
418,Rømskog (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,0
419,Rømskog (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
420,Rømskog (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
421,Rømskog (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
422,Rømskog (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
423,Rømskog (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
424,Rømskog (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
425,Rømskog (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
426,Rømskog (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
427,Rømskog (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
428,Rømskog (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
429,Rømskog (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
430,Rømskog (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
431,Rømskog (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
432,Trøgstad (-2019),Sum all sectors,All size groups,Establishments,2019,806
433,Trøgstad (-2019),Sum all sectors,No one employeed,Establishments,2019,594
434,Trøgstad (-2019),Sum all sectors,1-4 employees,Establishments,2019,124
435,Trøgstad (-2019),Sum all sectors,5-9 employees,Establishments,2019,39
436,Trøgstad (-2019),Sum all sectors,10-19 employees,Establishments,2019,28
437,Trøgstad (-2019),Sum all sectors,20-49 employees,Establishments,2019,17
438,Trøgstad (-2019),Sum all sectors,50-99 employees,Establishments,2019,3
439,Trøgstad (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,1
440,Trøgstad (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
441,Trøgstad (-2019),General government,All size groups,Establishments,2019,42
442,Trøgstad (-2019),General government,No one employeed,Establishments,2019,0
443,Trøgstad (-2019),General government,1-4 employees,Establishments,2019,7
444,Trøgstad (-2019),General government,5-9 employees,Establishments,2019,10
445,Trøgstad (-2019),General government,10-19 employees,Establishments,2019,10
446,Trøgstad (-2019),General government,20-49 employees,Establishments,2019,11
447,Trøgstad (-2019),General government,50-99 employees,Establishments,2019,3
448,Trøgstad (-2019),General government,100 - 249 employees,Establishments,2019,1
449,Trøgstad (-2019),General government,250 employees and more,Establishments,2019,0
450,Trøgstad (-2019),Financial corporations,All size groups,Establishments,2019,3
451,Trøgstad (-2019),Financial corporations,No one employeed,Establishments,2019,1
452,Trøgstad (-2019),Financial corporations,1-4 employees,Establishments,2019,1
453,Trøgstad (-2019),Financial corporations,5-9 employees,Establishments,2019,0
454,Trøgstad (-2019),Financial corporations,10-19 employees,Establishments,2019,1
455,Trøgstad (-2019),Financial corporations,20-49 employees,Establishments,2019,0
456,Trøgstad (-2019),Financial corporations,50-99 employees,Establishments,2019,0
457,Trøgstad (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
458,Trøgstad (-2019),Financial corporations,250 employees and more,Establishments,2019,0
459,Trøgstad (-2019),Non-financial corporations,All size groups,Establishments,2019,231
460,Trøgstad (-2019),Non-financial corporations,No one employeed,Establishments,2019,122
461,Trøgstad (-2019),Non-financial corporations,1-4 employees,Establishments,2019,62
462,Trøgstad (-2019),Non-financial corporations,5-9 employees,Establishments,2019,26
463,Trøgstad (-2019),Non-financial corporations,10-19 employees,Establishments,2019,15
464,Trøgstad (-2019),Non-financial corporations,20-49 employees,Establishments,2019,6
465,Trøgstad (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
466,Trøgstad (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,0
467,Trøgstad (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
468,Trøgstad (-2019),Households and non-profit institutions,All size groups,Establishments,2019,530
469,Trøgstad (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,471
470,Trøgstad (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,54
471,Trøgstad (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,3
472,Trøgstad (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,2
473,Trøgstad (-2019),Households and non-profit institutions,20-49 employees,Establishments,2019,0
474,Trøgstad (-2019),Households and non-profit institutions,50-99 employees,Establishments,2019,0
475,Trøgstad (-2019),Households and non-profit institutions,100 - 249 employees,Establishments,2019,0
476,Trøgstad (-2019),Households and non-profit institutions,250 employees and more,Establishments,2019,0
477,Trøgstad (-2019),Unspecified sector/others,All size groups,Establishments,2019,0
478,Trøgstad (-2019),Unspecified sector/others,No one employeed,Establishments,2019,0
479,Trøgstad (-2019),Unspecified sector/others,1-4 employees,Establishments,2019,0
480,Trøgstad (-2019),Unspecified sector/others,5-9 employees,Establishments,2019,0
481,Trøgstad (-2019),Unspecified sector/others,10-19 employees,Establishments,2019,0
482,Trøgstad (-2019),Unspecified sector/others,20-49 employees,Establishments,2019,0
483,Trøgstad (-2019),Unspecified sector/others,50-99 employees,Establishments,2019,0
484,Trøgstad (-2019),Unspecified sector/others,100 - 249 employees,Establishments,2019,0
485,Trøgstad (-2019),Unspecified sector/others,250 employees and more,Establishments,2019,0
486,Spydeberg (-2019),Sum all sectors,All size groups,Establishments,2019,798
487,Spydeberg (-2019),Sum all sectors,No one employeed,Establishments,2019,571
488,Spydeberg (-2019),Sum all sectors,1-4 employees,Establishments,2019,117
489,Spydeberg (-2019),Sum all sectors,5-9 employees,Establishments,2019,45
490,Spydeberg (-2019),Sum all sectors,10-19 employees,Establishments,2019,36
491,Spydeberg (-2019),Sum all sectors,20-49 employees,Establishments,2019,27
492,Spydeberg (-2019),Sum all sectors,50-99 employees,Establishments,2019,0
493,Spydeberg (-2019),Sum all sectors,100 - 249 employees,Establishments,2019,2
494,Spydeberg (-2019),Sum all sectors,250 employees and more,Establishments,2019,0
495,Spydeberg (-2019),General government,All size groups,Establishments,2019,36
496,Spydeberg (-2019),General government,No one employeed,Establishments,2019,6
497,Spydeberg (-2019),General government,1-4 employees,Establishments,2019,4
498,Spydeberg (-2019),General government,5-9 employees,Establishments,2019,11
499,Spydeberg (-2019),General government,10-19 employees,Establishments,2019,5
500,Spydeberg (-2019),General government,20-49 employees,Establishments,2019,9
501,Spydeberg (-2019),General government,50-99 employees,Establishments,2019,0
502,Spydeberg (-2019),General government,100 - 249 employees,Establishments,2019,1
503,Spydeberg (-2019),General government,250 employees and more,Establishments,2019,0
504,Spydeberg (-2019),Financial corporations,All size groups,Establishments,2019,4
505,Spydeberg (-2019),Financial corporations,No one employeed,Establishments,2019,3
506,Spydeberg (-2019),Financial corporations,1-4 employees,Establishments,2019,0
507,Spydeberg (-2019),Financial corporations,5-9 employees,Establishments,2019,0
508,Spydeberg (-2019),Financial corporations,10-19 employees,Establishments,2019,0
509,Spydeberg (-2019),Financial corporations,20-49 employees,Establishments,2019,1
510,Spydeberg (-2019),Financial corporations,50-99 employees,Establishments,2019,0
511,Spydeberg (-2019),Financial corporations,100 - 249 employees,Establishments,2019,0
512,Spydeberg (-2019),Financial corporations,250 employees and more,Establishments,2019,0
513,Spydeberg (-2019),Non-financial corporations,All size groups,Establishments,2019,307
514,Spydeberg (-2019),Non-financial corporations,No one employeed,Establishments,2019,159
515,Spydeberg (-2019),Non-financial corporations,1-4 employees,Establishments,2019,75
516,Spydeberg (-2019),Non-financial corporations,5-9 employees,Establishments,2019,30
517,Spydeberg (-2019),Non-financial corporations,10-19 employees,Establishments,2019,29
518,Spydeberg (-2019),Non-financial corporations,20-49 employees,Establishments,2019,13
519,Spydeberg (-2019),Non-financial corporations,50-99 employees,Establishments,2019,0
520,Spydeberg (-2019),Non-financial corporations,100 - 249 employees,Establishments,2019,1
521,Spydeberg (-2019),Non-financial corporations,250 employees and more,Establishments,2019,0
522,Spydeberg (-2019),Households and non-profit institutions,All size groups,Establishments,2019,451
523,Spydeberg (-2019),Households and non-profit institutions,No one employeed,Establishments,2019,403
524,Spydeberg (-2019),Households and non-profit institutions,1-4 employees,Establishments,2019,38
525,Spydeberg (-2019),Households and non-profit institutions,5-9 employees,Establishments,2019,4
526,Spydeberg (-2019),Households and non-profit institutions,10-19 employees,Establishments,2019,2
