,region,size of household,contents,year,value
468,Nord-Odal (-2019),5 persons or more,Persons in private households,2019,8.8
469,Nord-Odal (-2019),5 persons or more,Private households,2019,3.4
470,Sør-Odal (-2019),1 person,Persons in private households,2019,16.9
471,Sør-Odal (-2019),1 person,Private households,2019,35.7
472,Sør-Odal (-2019),2 persons,Persons in private households,2019,34.6
473,Sør-Odal (-2019),2 persons,Private households,2019,36.5
474,Sør-Odal (-2019),3 persons,Persons in private households,2019,19.7
475,Sør-Odal (-2019),3 persons,Private households,2019,13.8
476,Sør-Odal (-2019),4 persons,Persons in private households,2019,19.5
477,Sør-Odal (-2019),4 persons,Private households,2019,10.3
478,Sør-Odal (-2019),5 persons or more,Persons in private households,2019,9.3
479,Sør-Odal (-2019),5 persons or more,Private households,2019,3.7
480,Eidskog (-2019),1 person,Persons in private households,2019,21.4
481,Eidskog (-2019),1 person,Private households,2019,42.3
482,Eidskog (-2019),2 persons,Persons in private households,2019,34.1
483,Eidskog (-2019),2 persons,Private households,2019,33.7
484,Eidskog (-2019),3 persons,Persons in private households,2019,18.2
485,Eidskog (-2019),3 persons,Private households,2019,12.0
486,Eidskog (-2019),4 persons,Persons in private households,2019,17.3
487,Eidskog (-2019),4 persons,Private households,2019,8.6
488,Eidskog (-2019),5 persons or more,Persons in private households,2019,9.0
489,Eidskog (-2019),5 persons or more,Private households,2019,3.4
490,Grue (-2019),1 person,Persons in private households,2019,23.3
491,Grue (-2019),1 person,Private households,2019,44.1
492,Grue (-2019),2 persons,Persons in private households,2019,38.3
493,Grue (-2019),2 persons,Private households,2019,36.2
494,Grue (-2019),3 persons,Persons in private households,2019,15.4
495,Grue (-2019),3 persons,Private households,2019,9.7
496,Grue (-2019),4 persons,Persons in private households,2019,15.3
497,Grue (-2019),4 persons,Private households,2019,7.2
498,Grue (-2019),5 persons or more,Persons in private households,2019,7.7
499,Grue (-2019),5 persons or more,Private households,2019,2.8
500,Åsnes (-2019),1 person,Persons in private households,2019,21.2
501,Åsnes (-2019),1 person,Private households,2019,41.9
502,Åsnes (-2019),2 persons,Persons in private households,2019,35.6
503,Åsnes (-2019),2 persons,Private households,2019,35.1
504,Åsnes (-2019),3 persons,Persons in private households,2019,16.0
505,Åsnes (-2019),3 persons,Private households,2019,10.5
506,Åsnes (-2019),4 persons,Persons in private households,2019,18.2
507,Åsnes (-2019),4 persons,Private households,2019,9.0
508,Åsnes (-2019),5 persons or more,Persons in private households,2019,8.9
509,Åsnes (-2019),5 persons or more,Private households,2019,3.4
510,Våler (Hedmark) (-2019),1 person,Persons in private households,2019,20.7
511,Våler (Hedmark) (-2019),1 person,Private households,2019,40.9
512,Våler (Hedmark) (-2019),2 persons,Persons in private households,2019,37.4
513,Våler (Hedmark) (-2019),2 persons,Private households,2019,37.0
514,Våler (Hedmark) (-2019),3 persons,Persons in private households,2019,15.2
515,Våler (Hedmark) (-2019),3 persons,Private households,2019,10.1
516,Våler (Hedmark) (-2019),4 persons,Persons in private households,2019,17.2
517,Våler (Hedmark) (-2019),4 persons,Private households,2019,8.5
518,Våler (Hedmark) (-2019),5 persons or more,Persons in private households,2019,9.5
519,Våler (Hedmark) (-2019),5 persons or more,Private households,2019,3.5
520,Elverum (-2019),1 person,Persons in private households,2019,18.9
521,Elverum (-2019),1 person,Private households,2019,39.8
522,Elverum (-2019),2 persons,Persons in private households,2019,30.9
523,Elverum (-2019),2 persons,Private households,2019,32.5
524,Elverum (-2019),3 persons,Persons in private households,2019,16.4
525,Elverum (-2019),3 persons,Private households,2019,11.5
526,Elverum (-2019),4 persons,Persons in private households,2019,22.0
527,Elverum (-2019),4 persons,Private households,2019,11.5
528,Elverum (-2019),5 persons or more,Persons in private households,2019,11.8
529,Elverum (-2019),5 persons or more,Private households,2019,4.7
530,Trysil (-2019),1 person,Persons in private households,2019,19.9
531,Trysil (-2019),1 person,Private households,2019,41.0
532,Trysil (-2019),2 persons,Persons in private households,2019,32.2
533,Trysil (-2019),2 persons,Private households,2019,33.1
534,Trysil (-2019),3 persons,Persons in private households,2019,16.4
535,Trysil (-2019),3 persons,Private households,2019,11.2
536,Trysil (-2019),4 persons,Persons in private households,2019,19.9
537,Trysil (-2019),4 persons,Private households,2019,10.2
538,Trysil (-2019),5 persons or more,Persons in private households,2019,11.6
539,Trysil (-2019),5 persons or more,Private households,2019,4.5
540,Åmot (-2019),1 person,Persons in private households,2019,22.7
541,Åmot (-2019),1 person,Private households,2019,45.2
542,Åmot (-2019),2 persons,Persons in private households,2019,31.2
543,Åmot (-2019),2 persons,Private households,2019,31.0
544,Åmot (-2019),3 persons,Persons in private households,2019,15.6
545,Åmot (-2019),3 persons,Private households,2019,10.3
546,Åmot (-2019),4 persons,Persons in private households,2019,18.4
547,Åmot (-2019),4 persons,Private households,2019,9.1
548,Åmot (-2019),5 persons or more,Persons in private households,2019,12.0
549,Åmot (-2019),5 persons or more,Private households,2019,4.4
550,Stor-Elvdal (-2019),1 person,Persons in private households,2019,24.3
551,Stor-Elvdal (-2019),1 person,Private households,2019,46.3
552,Stor-Elvdal (-2019),2 persons,Persons in private households,2019,35.2
553,Stor-Elvdal (-2019),2 persons,Private households,2019,33.5
554,Stor-Elvdal (-2019),3 persons,Persons in private households,2019,14.4
555,Stor-Elvdal (-2019),3 persons,Private households,2019,9.1
556,Stor-Elvdal (-2019),4 persons,Persons in private households,2019,13.9
557,Stor-Elvdal (-2019),4 persons,Private households,2019,6.6
558,Stor-Elvdal (-2019),5 persons or more,Persons in private households,2019,12.2
559,Stor-Elvdal (-2019),5 persons or more,Private households,2019,4.4
560,Rendalen (-2019),1 person,Persons in private households,2019,24.5
561,Rendalen (-2019),1 person,Private households,2019,47.1
562,Rendalen (-2019),2 persons,Persons in private households,2019,32.9
563,Rendalen (-2019),2 persons,Private households,2019,31.6
564,Rendalen (-2019),3 persons,Persons in private households,2019,14.1
565,Rendalen (-2019),3 persons,Private households,2019,9.1
566,Rendalen (-2019),4 persons,Persons in private households,2019,17.5
567,Rendalen (-2019),4 persons,Private households,2019,8.4
568,Rendalen (-2019),5 persons or more,Persons in private households,2019,11.0
569,Rendalen (-2019),5 persons or more,Private households,2019,3.9
570,Engerdal (-2019),1 person,Persons in private households,2019,20.4
571,Engerdal (-2019),1 person,Private households,2019,41.9
572,Engerdal (-2019),2 persons,Persons in private households,2019,31.1
573,Engerdal (-2019),2 persons,Private households,2019,32.0
574,Engerdal (-2019),3 persons,Persons in private households,2019,19.1
575,Engerdal (-2019),3 persons,Private households,2019,13.1
576,Engerdal (-2019),4 persons,Persons in private households,2019,12.7
577,Engerdal (-2019),4 persons,Private households,2019,6.5
578,Engerdal (-2019),5 persons or more,Persons in private households,2019,16.7
579,Engerdal (-2019),5 persons or more,Private households,2019,6.5
580,Tolga (-2019),1 person,Persons in private households,2019,17.0
581,Tolga (-2019),1 person,Private households,2019,39.0
582,Tolga (-2019),2 persons,Persons in private households,2019,23.7
583,Tolga (-2019),2 persons,Private households,2019,27.2
584,Tolga (-2019),3 persons,Persons in private households,2019,18.4
585,Tolga (-2019),3 persons,Private households,2019,14.1
586,Tolga (-2019),4 persons,Persons in private households,2019,16.0
587,Tolga (-2019),4 persons,Private households,2019,9.2
588,Tolga (-2019),5 persons or more,Persons in private households,2019,24.9
589,Tolga (-2019),5 persons or more,Private households,2019,10.4
590,Tynset (-2019),1 person,Persons in private households,2019,17.2
591,Tynset (-2019),1 person,Private households,2019,38.1
592,Tynset (-2019),2 persons,Persons in private households,2019,28.3
593,Tynset (-2019),2 persons,Private households,2019,31.4
594,Tynset (-2019),3 persons,Persons in private households,2019,15.4
595,Tynset (-2019),3 persons,Private households,2019,11.4
596,Tynset (-2019),4 persons,Persons in private households,2019,21.4
597,Tynset (-2019),4 persons,Private households,2019,11.9
598,Tynset (-2019),5 persons or more,Persons in private households,2019,17.6
599,Tynset (-2019),5 persons or more,Private households,2019,7.3
600,Alvdal (-2019),1 person,Persons in private households,2019,17.3
601,Alvdal (-2019),1 person,Private households,2019,39.1
602,Alvdal (-2019),2 persons,Persons in private households,2019,25.9
603,Alvdal (-2019),2 persons,Private households,2019,29.3
604,Alvdal (-2019),3 persons,Persons in private households,2019,15.4
605,Alvdal (-2019),3 persons,Private households,2019,11.6
606,Alvdal (-2019),4 persons,Persons in private households,2019,20.7
607,Alvdal (-2019),4 persons,Private households,2019,11.7
608,Alvdal (-2019),5 persons or more,Persons in private households,2019,20.7
609,Alvdal (-2019),5 persons or more,Private households,2019,8.4
610,Folldal (-2019),1 person,Persons in private households,2019,20.7
611,Folldal (-2019),1 person,Private households,2019,42.6
612,Folldal (-2019),2 persons,Persons in private households,2019,30.2
613,Folldal (-2019),2 persons,Private households,2019,31.2
614,Folldal (-2019),3 persons,Persons in private households,2019,16.1
615,Folldal (-2019),3 persons,Private households,2019,11.1
616,Folldal (-2019),4 persons,Persons in private households,2019,18.6
617,Folldal (-2019),4 persons,Private households,2019,9.6
618,Folldal (-2019),5 persons or more,Persons in private households,2019,14.4
619,Folldal (-2019),5 persons or more,Private households,2019,5.5
620,Os (Hedmark) (1976-2019),1 person,Persons in private households,2019,17.6
621,Os (Hedmark) (1976-2019),1 person,Private households,2019,38.2
622,Os (Hedmark) (1976-2019),2 persons,Persons in private households,2019,29.0
623,Os (Hedmark) (1976-2019),2 persons,Private households,2019,31.4
624,Os (Hedmark) (1976-2019),3 persons,Persons in private households,2019,19.8
625,Os (Hedmark) (1976-2019),3 persons,Private households,2019,14.4
626,Os (Hedmark) (1976-2019),4 persons,Persons in private households,2019,17.4
627,Os (Hedmark) (1976-2019),4 persons,Private households,2019,9.4
628,Os (Hedmark) (1976-2019),5 persons or more,Persons in private households,2019,16.2
629,Os (Hedmark) (1976-2019),5 persons or more,Private households,2019,6.6
630,Lillehammer (-2019),1 person,Persons in private households,2019,21.6
631,Lillehammer (-2019),1 person,Private households,2019,43.6
632,Lillehammer (-2019),2 persons,Persons in private households,2019,31.1
633,Lillehammer (-2019),2 persons,Private households,2019,31.3
634,Lillehammer (-2019),3 persons,Persons in private households,2019,15.5
635,Lillehammer (-2019),3 persons,Private households,2019,10.4
636,Lillehammer (-2019),4 persons,Persons in private households,2019,20.2
637,Lillehammer (-2019),4 persons,Private households,2019,10.2
638,Lillehammer (-2019),5 persons or more,Persons in private households,2019,11.6
639,Lillehammer (-2019),5 persons or more,Private households,2019,4.4
640,Gjøvik (-2019),1 person,Persons in private households,2019,20.2
641,Gjøvik (-2019),1 person,Private households,2019,41.6
642,Gjøvik (-2019),2 persons,Persons in private households,2019,31.0
643,Gjøvik (-2019),2 persons,Private households,2019,31.9
644,Gjøvik (-2019),3 persons,Persons in private households,2019,16.8
645,Gjøvik (-2019),3 persons,Private households,2019,11.5
646,Gjøvik (-2019),4 persons,Persons in private households,2019,20.8
647,Gjøvik (-2019),4 persons,Private households,2019,10.7
648,Gjøvik (-2019),5 persons or more,Persons in private households,2019,11.1
649,Gjøvik (-2019),5 persons or more,Private households,2019,4.3
650,Dovre (-2019),1 person,Persons in private households,2019,20.0
651,Dovre (-2019),1 person,Private households,2019,41.3
652,Dovre (-2019),2 persons,Persons in private households,2019,31.3
653,Dovre (-2019),2 persons,Private households,2019,32.3
654,Dovre (-2019),3 persons,Persons in private households,2019,17.7
655,Dovre (-2019),3 persons,Private households,2019,12.2
656,Dovre (-2019),4 persons,Persons in private households,2019,17.5
657,Dovre (-2019),4 persons,Private households,2019,9.0
658,Dovre (-2019),5 persons or more,Persons in private households,2019,13.5
659,Dovre (-2019),5 persons or more,Private households,2019,5.1
660,Lesja (-2019),1 person,Persons in private households,2019,17.8
661,Lesja (-2019),1 person,Private households,2019,39.5
662,Lesja (-2019),2 persons,Persons in private households,2019,27.4
663,Lesja (-2019),2 persons,Private households,2019,30.4
664,Lesja (-2019),3 persons,Persons in private households,2019,15.0
665,Lesja (-2019),3 persons,Private households,2019,11.1
666,Lesja (-2019),4 persons,Persons in private households,2019,18.2
667,Lesja (-2019),4 persons,Private households,2019,10.1
668,Lesja (-2019),5 persons or more,Persons in private households,2019,21.6
669,Lesja (-2019),5 persons or more,Private households,2019,9.0
670,Skjåk (-2019),1 person,Persons in private households,2019,18.3
671,Skjåk (-2019),1 person,Private households,2019,38.8
672,Skjåk (-2019),2 persons,Persons in private households,2019,31.4
673,Skjåk (-2019),2 persons,Private households,2019,33.4
674,Skjåk (-2019),3 persons,Persons in private households,2019,17.6
675,Skjåk (-2019),3 persons,Private households,2019,12.5
676,Skjåk (-2019),4 persons,Persons in private households,2019,18.0
