,region,age,type of kindergarten,contents,year,value
545,Aurskog-Høland,5 years,Private,Children,2019,68
546,Aurskog-Høland,6 years,Municipal,Children,2019,0
547,Aurskog-Høland,6 years,County authorities/Government,Children,2019,0
548,Aurskog-Høland,6 years,Private,Children,2019,0
549,Aurskog-Høland,Unknown age,Municipal,Children,2019,0
550,Aurskog-Høland,Unknown age,County authorities/Government,Children,2019,0
551,Aurskog-Høland,Unknown age,Private,Children,2019,0
552,Rælingen,0 years,Municipal,Children,2019,4
553,Rælingen,0 years,County authorities/Government,Children,2019,0
554,Rælingen,0 years,Private,Children,2019,3
555,Rælingen,1 year,Municipal,Children,2019,102
556,Rælingen,1 year,County authorities/Government,Children,2019,0
557,Rælingen,1 year,Private,Children,2019,88
558,Rælingen,2 years,Municipal,Children,2019,105
559,Rælingen,2 years,County authorities/Government,Children,2019,0
560,Rælingen,2 years,Private,Children,2019,101
561,Rælingen,3 years,Municipal,Children,2019,154
562,Rælingen,3 years,County authorities/Government,Children,2019,0
563,Rælingen,3 years,Private,Children,2019,113
564,Rælingen,4 years,Municipal,Children,2019,126
565,Rælingen,4 years,County authorities/Government,Children,2019,0
566,Rælingen,4 years,Private,Children,2019,104
567,Rælingen,5 years,Municipal,Children,2019,151
568,Rælingen,5 years,County authorities/Government,Children,2019,0
569,Rælingen,5 years,Private,Children,2019,109
570,Rælingen,6 years,Municipal,Children,2019,1
571,Rælingen,6 years,County authorities/Government,Children,2019,0
572,Rælingen,6 years,Private,Children,2019,1
573,Rælingen,Unknown age,Municipal,Children,2019,0
574,Rælingen,Unknown age,County authorities/Government,Children,2019,0
575,Rælingen,Unknown age,Private,Children,2019,0
576,Enebakk,0 years,Municipal,Children,2019,1
577,Enebakk,0 years,County authorities/Government,Children,2019,0
578,Enebakk,0 years,Private,Children,2019,1
579,Enebakk,1 year,Municipal,Children,2019,23
580,Enebakk,1 year,County authorities/Government,Children,2019,0
581,Enebakk,1 year,Private,Children,2019,55
582,Enebakk,2 years,Municipal,Children,2019,21
583,Enebakk,2 years,County authorities/Government,Children,2019,0
584,Enebakk,2 years,Private,Children,2019,84
585,Enebakk,3 years,Municipal,Children,2019,32
586,Enebakk,3 years,County authorities/Government,Children,2019,0
587,Enebakk,3 years,Private,Children,2019,67
588,Enebakk,4 years,Municipal,Children,2019,37
589,Enebakk,4 years,County authorities/Government,Children,2019,0
590,Enebakk,4 years,Private,Children,2019,79
591,Enebakk,5 years,Municipal,Children,2019,55
592,Enebakk,5 years,County authorities/Government,Children,2019,0
593,Enebakk,5 years,Private,Children,2019,93
594,Enebakk,6 years,Municipal,Children,2019,0
595,Enebakk,6 years,County authorities/Government,Children,2019,0
596,Enebakk,6 years,Private,Children,2019,1
597,Enebakk,Unknown age,Municipal,Children,2019,0
598,Enebakk,Unknown age,County authorities/Government,Children,2019,0
599,Enebakk,Unknown age,Private,Children,2019,0
600,Lørenskog,0 years,Municipal,Children,2019,2
601,Lørenskog,0 years,County authorities/Government,Children,2019,6
602,Lørenskog,0 years,Private,Children,2019,13
603,Lørenskog,1 year,Municipal,Children,2019,189
604,Lørenskog,1 year,County authorities/Government,Children,2019,64
605,Lørenskog,1 year,Private,Children,2019,88
606,Lørenskog,2 years,Municipal,Children,2019,272
607,Lørenskog,2 years,County authorities/Government,Children,2019,66
608,Lørenskog,2 years,Private,Children,2019,126
609,Lørenskog,3 years,Municipal,Children,2019,308
610,Lørenskog,3 years,County authorities/Government,Children,2019,61
611,Lørenskog,3 years,Private,Children,2019,100
612,Lørenskog,4 years,Municipal,Children,2019,326
613,Lørenskog,4 years,County authorities/Government,Children,2019,77
614,Lørenskog,4 years,Private,Children,2019,114
615,Lørenskog,5 years,Municipal,Children,2019,323
616,Lørenskog,5 years,County authorities/Government,Children,2019,62
617,Lørenskog,5 years,Private,Children,2019,124
618,Lørenskog,6 years,Municipal,Children,2019,1
619,Lørenskog,6 years,County authorities/Government,Children,2019,0
620,Lørenskog,6 years,Private,Children,2019,1
621,Lørenskog,Unknown age,Municipal,Children,2019,0
622,Lørenskog,Unknown age,County authorities/Government,Children,2019,0
623,Lørenskog,Unknown age,Private,Children,2019,0
624,Lillestrøm,0 years,Municipal,Children,2019,14
625,Lillestrøm,0 years,County authorities/Government,Children,2019,0
626,Lillestrøm,0 years,Private,Children,2019,31
627,Lillestrøm,1 year,Municipal,Children,2019,354
628,Lillestrøm,1 year,County authorities/Government,Children,2019,0
629,Lillestrøm,1 year,Private,Children,2019,348
630,Lillestrøm,2 years,Municipal,Children,2019,451
631,Lillestrøm,2 years,County authorities/Government,Children,2019,0
632,Lillestrøm,2 years,Private,Children,2019,433
633,Lillestrøm,3 years,Municipal,Children,2019,504
634,Lillestrøm,3 years,County authorities/Government,Children,2019,0
635,Lillestrøm,3 years,Private,Children,2019,435
636,Lillestrøm,4 years,Municipal,Children,2019,551
637,Lillestrøm,4 years,County authorities/Government,Children,2019,0
638,Lillestrøm,4 years,Private,Children,2019,479
639,Lillestrøm,5 years,Municipal,Children,2019,580
640,Lillestrøm,5 years,County authorities/Government,Children,2019,0
641,Lillestrøm,5 years,Private,Children,2019,458
642,Lillestrøm,6 years,Municipal,Children,2019,3
643,Lillestrøm,6 years,County authorities/Government,Children,2019,0
644,Lillestrøm,6 years,Private,Children,2019,0
645,Lillestrøm,Unknown age,Municipal,Children,2019,0
646,Lillestrøm,Unknown age,County authorities/Government,Children,2019,0
647,Lillestrøm,Unknown age,Private,Children,2019,0
648,Nittedal,0 years,Municipal,Children,2019,1
649,Nittedal,0 years,County authorities/Government,Children,2019,0
650,Nittedal,0 years,Private,Children,2019,28
651,Nittedal,1 year,Municipal,Children,2019,50
652,Nittedal,1 year,County authorities/Government,Children,2019,0
653,Nittedal,1 year,Private,Children,2019,181
654,Nittedal,2 years,Municipal,Children,2019,50
655,Nittedal,2 years,County authorities/Government,Children,2019,0
656,Nittedal,2 years,Private,Children,2019,205
657,Nittedal,3 years,Municipal,Children,2019,52
658,Nittedal,3 years,County authorities/Government,Children,2019,0
659,Nittedal,3 years,Private,Children,2019,226
660,Nittedal,4 years,Municipal,Children,2019,72
661,Nittedal,4 years,County authorities/Government,Children,2019,0
662,Nittedal,4 years,Private,Children,2019,267
663,Nittedal,5 years,Municipal,Children,2019,70
664,Nittedal,5 years,County authorities/Government,Children,2019,0
665,Nittedal,5 years,Private,Children,2019,230
666,Nittedal,6 years,Municipal,Children,2019,0
667,Nittedal,6 years,County authorities/Government,Children,2019,0
668,Nittedal,6 years,Private,Children,2019,2
669,Nittedal,Unknown age,Municipal,Children,2019,0
670,Nittedal,Unknown age,County authorities/Government,Children,2019,0
671,Nittedal,Unknown age,Private,Children,2019,0
672,Gjerdrum,0 years,Municipal,Children,2019,1
673,Gjerdrum,0 years,County authorities/Government,Children,2019,0
674,Gjerdrum,0 years,Private,Children,2019,9
675,Gjerdrum,1 year,Municipal,Children,2019,21
676,Gjerdrum,1 year,County authorities/Government,Children,2019,0
677,Gjerdrum,1 year,Private,Children,2019,38
678,Gjerdrum,2 years,Municipal,Children,2019,26
679,Gjerdrum,2 years,County authorities/Government,Children,2019,0
680,Gjerdrum,2 years,Private,Children,2019,62
681,Gjerdrum,3 years,Municipal,Children,2019,37
682,Gjerdrum,3 years,County authorities/Government,Children,2019,0
683,Gjerdrum,3 years,Private,Children,2019,45
684,Gjerdrum,4 years,Municipal,Children,2019,38
685,Gjerdrum,4 years,County authorities/Government,Children,2019,0
686,Gjerdrum,4 years,Private,Children,2019,38
687,Gjerdrum,5 years,Municipal,Children,2019,29
688,Gjerdrum,5 years,County authorities/Government,Children,2019,0
689,Gjerdrum,5 years,Private,Children,2019,51
690,Gjerdrum,6 years,Municipal,Children,2019,1
691,Gjerdrum,6 years,County authorities/Government,Children,2019,0
692,Gjerdrum,6 years,Private,Children,2019,0
693,Gjerdrum,Unknown age,Municipal,Children,2019,0
694,Gjerdrum,Unknown age,County authorities/Government,Children,2019,0
695,Gjerdrum,Unknown age,Private,Children,2019,0
696,Ullensaker,0 years,Municipal,Children,2019,7
697,Ullensaker,0 years,County authorities/Government,Children,2019,0
698,Ullensaker,0 years,Private,Children,2019,39
699,Ullensaker,1 year,Municipal,Children,2019,51
700,Ullensaker,1 year,County authorities/Government,Children,2019,0
701,Ullensaker,1 year,Private,Children,2019,297
702,Ullensaker,2 years,Municipal,Children,2019,63
703,Ullensaker,2 years,County authorities/Government,Children,2019,0
704,Ullensaker,2 years,Private,Children,2019,369
705,Ullensaker,3 years,Municipal,Children,2019,78
706,Ullensaker,3 years,County authorities/Government,Children,2019,0
707,Ullensaker,3 years,Private,Children,2019,381
708,Ullensaker,4 years,Municipal,Children,2019,79
709,Ullensaker,4 years,County authorities/Government,Children,2019,0
710,Ullensaker,4 years,Private,Children,2019,381
711,Ullensaker,5 years,Municipal,Children,2019,96
712,Ullensaker,5 years,County authorities/Government,Children,2019,0
713,Ullensaker,5 years,Private,Children,2019,419
714,Ullensaker,6 years,Municipal,Children,2019,0
715,Ullensaker,6 years,County authorities/Government,Children,2019,0
716,Ullensaker,6 years,Private,Children,2019,1
717,Ullensaker,Unknown age,Municipal,Children,2019,0
718,Ullensaker,Unknown age,County authorities/Government,Children,2019,0
719,Ullensaker,Unknown age,Private,Children,2019,0
720,Nes,0 years,Municipal,Children,2019,1
721,Nes,0 years,County authorities/Government,Children,2019,0
722,Nes,0 years,Private,Children,2019,18
723,Nes,1 year,Municipal,Children,2019,41
724,Nes,1 year,County authorities/Government,Children,2019,0
725,Nes,1 year,Private,Children,2019,148
726,Nes,2 years,Municipal,Children,2019,33
727,Nes,2 years,County authorities/Government,Children,2019,0
728,Nes,2 years,Private,Children,2019,231
729,Nes,3 years,Municipal,Children,2019,48
730,Nes,3 years,County authorities/Government,Children,2019,0
731,Nes,3 years,Private,Children,2019,224
732,Nes,4 years,Municipal,Children,2019,46
733,Nes,4 years,County authorities/Government,Children,2019,0
734,Nes,4 years,Private,Children,2019,227
735,Nes,5 years,Municipal,Children,2019,51
736,Nes,5 years,County authorities/Government,Children,2019,0
737,Nes,5 years,Private,Children,2019,224
738,Nes,6 years,Municipal,Children,2019,0
739,Nes,6 years,County authorities/Government,Children,2019,0
740,Nes,6 years,Private,Children,2019,0
741,Nes,Unknown age,Municipal,Children,2019,0
742,Nes,Unknown age,County authorities/Government,Children,2019,0
743,Nes,Unknown age,Private,Children,2019,0
744,Eidsvoll,0 years,Municipal,Children,2019,6
745,Eidsvoll,0 years,County authorities/Government,Children,2019,0
746,Eidsvoll,0 years,Private,Children,2019,15
747,Eidsvoll,1 year,Municipal,Children,2019,78
748,Eidsvoll,1 year,County authorities/Government,Children,2019,0
749,Eidsvoll,1 year,Private,Children,2019,124
750,Eidsvoll,2 years,Municipal,Children,2019,90
751,Eidsvoll,2 years,County authorities/Government,Children,2019,0
752,Eidsvoll,2 years,Private,Children,2019,186
753,Eidsvoll,3 years,Municipal,Children,2019,102
754,Eidsvoll,3 years,County authorities/Government,Children,2019,0
755,Eidsvoll,3 years,Private,Children,2019,206
756,Eidsvoll,4 years,Municipal,Children,2019,109
757,Eidsvoll,4 years,County authorities/Government,Children,2019,0
758,Eidsvoll,4 years,Private,Children,2019,206
759,Eidsvoll,5 years,Municipal,Children,2019,103
760,Eidsvoll,5 years,County authorities/Government,Children,2019,0
761,Eidsvoll,5 years,Private,Children,2019,171
762,Eidsvoll,6 years,Municipal,Children,2019,1
763,Eidsvoll,6 years,County authorities/Government,Children,2019,0
764,Eidsvoll,6 years,Private,Children,2019,0
765,Eidsvoll,Unknown age,Municipal,Children,2019,0
766,Eidsvoll,Unknown age,County authorities/Government,Children,2019,0
767,Eidsvoll,Unknown age,Private,Children,2019,0
768,Nannestad,0 years,Municipal,Children,2019,0
769,Nannestad,0 years,County authorities/Government,Children,2019,0
770,Nannestad,0 years,Private,Children,2019,5
771,Nannestad,1 year,Municipal,Children,2019,63
772,Nannestad,1 year,County authorities/Government,Children,2019,0
773,Nannestad,1 year,Private,Children,2019,69
774,Nannestad,2 years,Municipal,Children,2019,72
775,Nannestad,2 years,County authorities/Government,Children,2019,0
776,Nannestad,2 years,Private,Children,2019,71
777,Nannestad,3 years,Municipal,Children,2019,81
778,Nannestad,3 years,County authorities/Government,Children,2019,0
779,Nannestad,3 years,Private,Children,2019,88
780,Nannestad,4 years,Municipal,Children,2019,80
781,Nannestad,4 years,County authorities/Government,Children,2019,0
782,Nannestad,4 years,Private,Children,2019,77
783,Nannestad,5 years,Municipal,Children,2019,73
784,Nannestad,5 years,County authorities/Government,Children,2019,0
785,Nannestad,5 years,Private,Children,2019,99
786,Nannestad,6 years,Municipal,Children,2019,0
787,Nannestad,6 years,County authorities/Government,Children,2019,0
788,Nannestad,6 years,Private,Children,2019,0
789,Nannestad,Unknown age,Municipal,Children,2019,0
790,Nannestad,Unknown age,County authorities/Government,Children,2019,0
791,Nannestad,Unknown age,Private,Children,2019,0
792,Hurdal,0 years,Municipal,Children,2019,1
793,Hurdal,0 years,County authorities/Government,Children,2019,0
794,Hurdal,0 years,Private,Children,2019,0
795,Hurdal,1 year,Municipal,Children,2019,1
796,Hurdal,1 year,County authorities/Government,Children,2019,0
797,Hurdal,1 year,Private,Children,2019,21
798,Hurdal,2 years,Municipal,Children,2019,8
799,Hurdal,2 years,County authorities/Government,Children,2019,0
800,Hurdal,2 years,Private,Children,2019,16
801,Hurdal,3 years,Municipal,Children,2019,7
802,Hurdal,3 years,County authorities/Government,Children,2019,0
803,Hurdal,3 years,Private,Children,2019,25
804,Hurdal,4 years,Municipal,Children,2019,2
805,Hurdal,4 years,County authorities/Government,Children,2019,0
806,Hurdal,4 years,Private,Children,2019,29
807,Hurdal,5 years,Municipal,Children,2019,5
808,Hurdal,5 years,County authorities/Government,Children,2019,0
809,Hurdal,5 years,Private,Children,2019,16
810,Hurdal,6 years,Municipal,Children,2019,0
811,Hurdal,6 years,County authorities/Government,Children,2019,0
812,Hurdal,6 years,Private,Children,2019,0
813,Hurdal,Unknown age,Municipal,Children,2019,0
814,Hurdal,Unknown age,County authorities/Government,Children,2019,0
815,Hurdal,Unknown age,Private,Children,2019,0
816,Hole,0 years,Municipal,Children,2019,0
817,Hole,0 years,County authorities/Government,Children,2019,0
818,Hole,0 years,Private,Children,2019,0
819,Hole,1 year,Municipal,Children,2019,40
820,Hole,1 year,County authorities/Government,Children,2019,0
821,Hole,1 year,Private,Children,2019,8
822,Hole,2 years,Municipal,Children,2019,58
823,Hole,2 years,County authorities/Government,Children,2019,0
824,Hole,2 years,Private,Children,2019,9
825,Hole,3 years,Municipal,Children,2019,60
826,Hole,3 years,County authorities/Government,Children,2019,0
827,Hole,3 years,Private,Children,2019,17
828,Hole,4 years,Municipal,Children,2019,76
829,Hole,4 years,County authorities/Government,Children,2019,0
830,Hole,4 years,Private,Children,2019,15
831,Hole,5 years,Municipal,Children,2019,72
832,Hole,5 years,County authorities/Government,Children,2019,0
833,Hole,5 years,Private,Children,2019,18
834,Hole,6 years,Municipal,Children,2019,1
