,region,sex,age,contents,year,value
284,Oslo municipality,Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.2
285,Oslo municipality,Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,65.8
286,Oslo municipality,Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.3
287,Kongsvinger (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,58.6
288,Kongsvinger (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,30.3
289,Kongsvinger (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.6
290,Kongsvinger (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.9
291,Kongsvinger (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,75.9
292,Kongsvinger (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,57.7
293,Kongsvinger (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,15.9
294,Hamar (1992-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.3
295,Hamar (1992-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.1
296,Hamar (1992-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,59.5
297,Hamar (1992-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.1
298,Hamar (1992-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.4
299,Hamar (1992-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.8
300,Hamar (1992-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.2
301,Ringsaker (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,66.9
302,Ringsaker (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,38.9
303,Ringsaker (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.5
304,Ringsaker (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.0
305,Ringsaker (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.7
306,Ringsaker (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,67.9
307,Ringsaker (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.2
308,Løten (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.7
309,Løten (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.9
310,Løten (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.3
311,Løten (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.7
312,Løten (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,80.4
313,Løten (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.0
314,Løten (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.9
315,Stange (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,64.9
316,Stange (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.8
317,Stange (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.0
318,Stange (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.8
319,Stange (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.1
320,Stange (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.3
321,Stange (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,17.1
322,Nord-Odal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.6
323,Nord-Odal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,39.8
324,Nord-Odal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.8
325,Nord-Odal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.8
326,Nord-Odal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,77.3
327,Nord-Odal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.6
328,Nord-Odal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,16.4
329,Sør-Odal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.9
330,Sør-Odal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,37.3
331,Sør-Odal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.4
332,Sør-Odal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.3
333,Sør-Odal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,79.6
334,Sør-Odal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.2
335,Sør-Odal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.7
336,Eidskog (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,58.7
337,Eidskog (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,35.5
338,Eidskog (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,62.8
339,Eidskog (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,70.4
340,Eidskog (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,76.6
341,Eidskog (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.3
342,Eidskog (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.6
343,Grue (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,57.7
344,Grue (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,30.4
345,Grue (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.1
346,Grue (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,68.8
347,Grue (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,76.2
348,Grue (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,61.5
349,Grue (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,22.8
350,Åsnes (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.0
351,Åsnes (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,32.5
352,Åsnes (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.2
353,Åsnes (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.9
354,Åsnes (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,75.7
355,Åsnes (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,60.5
356,Åsnes (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,23.4
357,Våler (Hedmark) (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,59.5
358,Våler (Hedmark) (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,33.5
359,Våler (Hedmark) (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,68.9
360,Våler (Hedmark) (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,73.1
361,Våler (Hedmark) (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,74.0
362,Våler (Hedmark) (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,64.1
363,Våler (Hedmark) (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.6
364,Elverum (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.9
365,Elverum (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.8
366,Elverum (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,63.7
367,Elverum (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,78.1
368,Elverum (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.6
369,Elverum (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,63.4
370,Elverum (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,18.8
371,Trysil (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,63.6
372,Trysil (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,28.5
373,Trysil (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,66.0
374,Trysil (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,80.0
375,Trysil (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.4
376,Trysil (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,66.3
377,Trysil (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,20.5
378,Åmot (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,61.1
379,Åmot (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,26.0
380,Åmot (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,53.6
381,Åmot (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,79.9
382,Åmot (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,81.3
383,Åmot (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,59.9
384,Åmot (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,19.6
385,Stor-Elvdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,57.8
386,Stor-Elvdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,34.7
387,Stor-Elvdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,56.5
388,Stor-Elvdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,74.4
389,Stor-Elvdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,73.3
390,Stor-Elvdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,58.3
391,Stor-Elvdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.3
392,Rendalen (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,60.9
393,Rendalen (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.2
394,Rendalen (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,67.5
395,Rendalen (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,72.0
396,Rendalen (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.0
397,Rendalen (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,61.3
398,Rendalen (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,25.4
399,Engerdal (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,62.3
400,Engerdal (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,22.5
401,Engerdal (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,52.9
402,Engerdal (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,75.0
403,Engerdal (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,82.9
404,Engerdal (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,73.2
405,Engerdal (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,31.8
406,Tolga (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,69.8
407,Tolga (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,31.5
408,Tolga (-2019),Both sexes,20-24 years,Employed persons as per cent of population 15-74 years,2019,64.1
409,Tolga (-2019),Both sexes,25-39 years,Employed persons as per cent of population 15-74 years,2019,81.6
410,Tolga (-2019),Both sexes,40-54 years,Employed persons as per cent of population 15-74 years,2019,87.0
411,Tolga (-2019),Both sexes,55-66 years,Employed persons as per cent of population 15-74 years,2019,80.9
412,Tolga (-2019),Both sexes,67-74 years,Employed persons as per cent of population 15-74 years,2019,21.9
413,Tynset (-2019),Both sexes,15-74 years,Employed persons as per cent of population 15-74 years,2019,71.5
414,Tynset (-2019),Both sexes,15-19 years,Employed persons as per cent of population 15-74 years,2019,45.2
